"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","QGDP","TOT","PC_CHGPY","Q","2018-Q2",1.977098731,
"FRA","QGDP","TOT","PC_CHGPY","Q","2018-Q3",1.500828967,
"FRA","QGDP","TOT","PC_CHGPY","Q","2018-Q4",1.487414892,
"FRA","QGDP","TOT","PC_CHGPY","Q","2019-Q1",2.092657533,
"FRA","QGDP","TOT","PC_CHGPY","Q","2019-Q2",2.346413195,
"FRA","QGDP","TOT","PC_CHGPY","Q","2019-Q3",1.980674046,
"FRA","QGDP","TOT","PC_CHGPY","Q","2019-Q4",1.124981955,
"FRA","QGDP","TOT","PC_CHGPY","Q","2020-Q1",-5.147899654,
"FRA","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-18.591307669,
"FRA","QGDP","TOT","PC_CHGPY","Q","2020-Q3",-3.612532609,
"FRA","QGDP","TOT","PC_CHGPY","Q","2020-Q4",-4.248052716,
"FRA","QGDP","TOT","PC_CHGPY","Q","2021-Q1",1.470961133,
"FRA","QGDP","TOT","PC_CHGPY","Q","2021-Q2",18.659794291,
"FRA","QGDP","TOT","PC_CHGPY","Q","2021-Q3",3.550116729,
"FRA","QGDP","TOT","PC_CHGPY","Q","2021-Q4",5.110955914,
"FRA","QGDP","TOT","PC_CHGPY","Q","2022-Q1",4.812567628,
"FRA","QGDP","TOT","PC_CHGPY","Q","2022-Q2",4.227675948,
"FRA","QGDP","TOT","PC_CHGPY","Q","2022-Q3",1.024902477,
"FRA","QGDP","TOT","PC_CHGPY","Q","2022-Q4",0.518310728,
"OECD","QGDP","TOT","PC_CHGPY","Q","1963-Q1",3.623778459,
"OECD","QGDP","TOT","PC_CHGPY","Q","1963-Q2",4.960642105,
"OECD","QGDP","TOT","PC_CHGPY","Q","1963-Q3",5.835507668,
"OECD","QGDP","TOT","PC_CHGPY","Q","1963-Q4",6.439592811,
"OECD","QGDP","TOT","PC_CHGPY","Q","1964-Q1",7.959392622,
"OECD","QGDP","TOT","PC_CHGPY","Q","1964-Q2",6.756253268,
"OECD","QGDP","TOT","PC_CHGPY","Q","1964-Q3",5.697496425,
"OECD","QGDP","TOT","PC_CHGPY","Q","1964-Q4",5.184201582,
"OECD","QGDP","TOT","PC_CHGPY","Q","1965-Q1",4.965403411,
"OECD","QGDP","TOT","PC_CHGPY","Q","1965-Q2",4.896267133,
"OECD","QGDP","TOT","PC_CHGPY","Q","1965-Q3",5.275079433,
"OECD","QGDP","TOT","PC_CHGPY","Q","1965-Q4",6.223396733,
"OECD","QGDP","TOT","PC_CHGPY","Q","1966-Q1",6.278777682,
"OECD","QGDP","TOT","PC_CHGPY","Q","1966-Q2",6.393528521,
"OECD","QGDP","TOT","PC_CHGPY","Q","1966-Q3",5.822932084,
"OECD","QGDP","TOT","PC_CHGPY","Q","1966-Q4",4.691055755,
"OECD","QGDP","TOT","PC_CHGPY","Q","1967-Q1",4.107003179,
"OECD","QGDP","TOT","PC_CHGPY","Q","1967-Q2",3.579808726,
"OECD","QGDP","TOT","PC_CHGPY","Q","1967-Q3",3.880571425,
"OECD","QGDP","TOT","PC_CHGPY","Q","1967-Q4",4.310345318,
"OECD","QGDP","TOT","PC_CHGPY","Q","1968-Q1",5.114774763,
"OECD","QGDP","TOT","PC_CHGPY","Q","1968-Q2",5.522583424,
"OECD","QGDP","TOT","PC_CHGPY","Q","1968-Q3",6.220290625,
"OECD","QGDP","TOT","PC_CHGPY","Q","1968-Q4",6.777885037,
"OECD","QGDP","TOT","PC_CHGPY","Q","1969-Q1",6.176586277,
"OECD","QGDP","TOT","PC_CHGPY","Q","1969-Q2",6.198443593,
"OECD","QGDP","TOT","PC_CHGPY","Q","1969-Q3",5.480813725,
"OECD","QGDP","TOT","PC_CHGPY","Q","1969-Q4",4.576536947,
"OECD","QGDP","TOT","PC_CHGPY","Q","1970-Q1",4.09380271,
"OECD","QGDP","TOT","PC_CHGPY","Q","1970-Q2",4.117724028,
"OECD","QGDP","TOT","PC_CHGPY","Q","1970-Q3",4.169448762,
"OECD","QGDP","TOT","PC_CHGPY","Q","1970-Q4",3.516969479,
"OECD","QGDP","TOT","PC_CHGPY","Q","1971-Q1",3.569949084,
"OECD","QGDP","TOT","PC_CHGPY","Q","1971-Q2",3.586641893,
"OECD","QGDP","TOT","PC_CHGPY","Q","1971-Q3",3.567789668,
"OECD","QGDP","TOT","PC_CHGPY","Q","1971-Q4",4.036700103,
"OECD","QGDP","TOT","PC_CHGPY","Q","1972-Q1",4.702549335,
"OECD","QGDP","TOT","PC_CHGPY","Q","1972-Q2",5.301908209,
"OECD","QGDP","TOT","PC_CHGPY","Q","1972-Q3",5.238272747,
"OECD","QGDP","TOT","PC_CHGPY","Q","1972-Q4",6.527112766,
"OECD","QGDP","TOT","PC_CHGPY","Q","1973-Q1",7.356420784,
"OECD","QGDP","TOT","PC_CHGPY","Q","1973-Q2",6.622477186,
"OECD","QGDP","TOT","PC_CHGPY","Q","1973-Q3",5.658145796,
"OECD","QGDP","TOT","PC_CHGPY","Q","1973-Q4",5.014798275,
"OECD","QGDP","TOT","PC_CHGPY","Q","1974-Q1",2.178283312,
"OECD","QGDP","TOT","PC_CHGPY","Q","1974-Q2",1.53222293,
"OECD","QGDP","TOT","PC_CHGPY","Q","1974-Q3",1.181272697,
"OECD","QGDP","TOT","PC_CHGPY","Q","1974-Q4",-0.568188108,
"OECD","QGDP","TOT","PC_CHGPY","Q","1975-Q1",-0.652242801,
"OECD","QGDP","TOT","PC_CHGPY","Q","1975-Q2",-0.58734667,
"OECD","QGDP","TOT","PC_CHGPY","Q","1975-Q3",0.48444528,
"OECD","QGDP","TOT","PC_CHGPY","Q","1975-Q4",2.489692432,
"OECD","QGDP","TOT","PC_CHGPY","Q","1976-Q1",4.71699168,
"OECD","QGDP","TOT","PC_CHGPY","Q","1976-Q2",5.23343521,
"OECD","QGDP","TOT","PC_CHGPY","Q","1976-Q3",5.014448517,
"OECD","QGDP","TOT","PC_CHGPY","Q","1976-Q4",4.582012663,
"OECD","QGDP","TOT","PC_CHGPY","Q","1977-Q1",3.822944502,
"OECD","QGDP","TOT","PC_CHGPY","Q","1977-Q2",3.662940304,
"OECD","QGDP","TOT","PC_CHGPY","Q","1977-Q3",3.700827032,
"OECD","QGDP","TOT","PC_CHGPY","Q","1977-Q4",3.558943438,
"OECD","QGDP","TOT","PC_CHGPY","Q","1978-Q1",3.448183695,
"OECD","QGDP","TOT","PC_CHGPY","Q","1978-Q2",4.587412239,
"OECD","QGDP","TOT","PC_CHGPY","Q","1978-Q3",4.565594087,
"OECD","QGDP","TOT","PC_CHGPY","Q","1978-Q4",5.082954068,
"OECD","QGDP","TOT","PC_CHGPY","Q","1979-Q1",4.851274043,
"OECD","QGDP","TOT","PC_CHGPY","Q","1979-Q2",4.079923729,
"OECD","QGDP","TOT","PC_CHGPY","Q","1979-Q3",3.646603124,
"OECD","QGDP","TOT","PC_CHGPY","Q","1979-Q4",2.996732453,
"OECD","QGDP","TOT","PC_CHGPY","Q","1980-Q1",2.995651539,
"OECD","QGDP","TOT","PC_CHGPY","Q","1980-Q2",0.656490552,
"OECD","QGDP","TOT","PC_CHGPY","Q","1980-Q3",0.474216566,
"OECD","QGDP","TOT","PC_CHGPY","Q","1980-Q4",0.946095618,
"OECD","QGDP","TOT","PC_CHGPY","Q","1981-Q1",1.415704333,
"OECD","QGDP","TOT","PC_CHGPY","Q","1981-Q2",2.729068713,
"OECD","QGDP","TOT","PC_CHGPY","Q","1981-Q3",3.080305234,
"OECD","QGDP","TOT","PC_CHGPY","Q","1981-Q4",1.841611584,
"OECD","QGDP","TOT","PC_CHGPY","Q","1982-Q1",0.486292846,
"OECD","QGDP","TOT","PC_CHGPY","Q","1982-Q2",0.520787492,
"OECD","QGDP","TOT","PC_CHGPY","Q","1982-Q3",-0.274306961,
"OECD","QGDP","TOT","PC_CHGPY","Q","1982-Q4",-0.013574616,
"OECD","QGDP","TOT","PC_CHGPY","Q","1983-Q1",1.092018329,
"OECD","QGDP","TOT","PC_CHGPY","Q","1983-Q2",1.946011558,
"OECD","QGDP","TOT","PC_CHGPY","Q","1983-Q3",3.448618863,
"OECD","QGDP","TOT","PC_CHGPY","Q","1983-Q4",4.721294067,
"OECD","QGDP","TOT","PC_CHGPY","Q","1984-Q1",5.376361172,
"OECD","QGDP","TOT","PC_CHGPY","Q","1984-Q2",4.928940326,
"OECD","QGDP","TOT","PC_CHGPY","Q","1984-Q3",4.836707615,
"OECD","QGDP","TOT","PC_CHGPY","Q","1984-Q4",3.994104842,
"OECD","QGDP","TOT","PC_CHGPY","Q","1985-Q1",3.522273706,
"OECD","QGDP","TOT","PC_CHGPY","Q","1985-Q2",3.945605261,
"OECD","QGDP","TOT","PC_CHGPY","Q","1985-Q3",3.860240813,
"OECD","QGDP","TOT","PC_CHGPY","Q","1985-Q4",4.070495414,
"OECD","QGDP","TOT","PC_CHGPY","Q","1986-Q1",3.512783936,
"OECD","QGDP","TOT","PC_CHGPY","Q","1986-Q2",3.054679153,
"OECD","QGDP","TOT","PC_CHGPY","Q","1986-Q3",2.585286173,
"OECD","QGDP","TOT","PC_CHGPY","Q","1986-Q4",2.347466571,
"OECD","QGDP","TOT","PC_CHGPY","Q","1987-Q1",2.238300288,
"OECD","QGDP","TOT","PC_CHGPY","Q","1987-Q2",3.277193792,
"OECD","QGDP","TOT","PC_CHGPY","Q","1987-Q3",3.7056126,
"OECD","QGDP","TOT","PC_CHGPY","Q","1987-Q4",4.97787265,
"OECD","QGDP","TOT","PC_CHGPY","Q","1988-Q1",5.503102034,
"OECD","QGDP","TOT","PC_CHGPY","Q","1988-Q2",4.509154696,
"OECD","QGDP","TOT","PC_CHGPY","Q","1988-Q3",4.454933315,
"OECD","QGDP","TOT","PC_CHGPY","Q","1988-Q4",3.776363026,
"OECD","QGDP","TOT","PC_CHGPY","Q","1989-Q1",4.193437082,
"OECD","QGDP","TOT","PC_CHGPY","Q","1989-Q2",3.887591879,
"OECD","QGDP","TOT","PC_CHGPY","Q","1989-Q3",3.813086595,
"OECD","QGDP","TOT","PC_CHGPY","Q","1989-Q4",3.609516461,
"OECD","QGDP","TOT","PC_CHGPY","Q","1990-Q1",3.344624786,
"OECD","QGDP","TOT","PC_CHGPY","Q","1990-Q2",3.869350673,
"OECD","QGDP","TOT","PC_CHGPY","Q","1990-Q3",3.234138158,
"OECD","QGDP","TOT","PC_CHGPY","Q","1990-Q4",2.487817091,
"OECD","QGDP","TOT","PC_CHGPY","Q","1991-Q1",1.571839068,
"OECD","QGDP","TOT","PC_CHGPY","Q","1991-Q2",1.295683712,
"OECD","QGDP","TOT","PC_CHGPY","Q","1991-Q3",1.254719051,
"OECD","QGDP","TOT","PC_CHGPY","Q","1991-Q4",1.637995563,
"OECD","QGDP","TOT","PC_CHGPY","Q","1992-Q1",2.457840247,
"OECD","QGDP","TOT","PC_CHGPY","Q","1992-Q2",2.091368539,
"OECD","QGDP","TOT","PC_CHGPY","Q","1992-Q3",2.262195231,
"OECD","QGDP","TOT","PC_CHGPY","Q","1992-Q4",1.924158717,
"OECD","QGDP","TOT","PC_CHGPY","Q","1993-Q1",1.248212161,
"OECD","QGDP","TOT","PC_CHGPY","Q","1993-Q2",1.399052539,
"OECD","QGDP","TOT","PC_CHGPY","Q","1993-Q3",1.2985326,
"OECD","QGDP","TOT","PC_CHGPY","Q","1993-Q4",1.895591522,
"OECD","QGDP","TOT","PC_CHGPY","Q","1994-Q1",2.629404192,
"OECD","QGDP","TOT","PC_CHGPY","Q","1994-Q2",2.7637431,
"OECD","QGDP","TOT","PC_CHGPY","Q","1994-Q3",3.308973666,
"OECD","QGDP","TOT","PC_CHGPY","Q","1994-Q4",3.418011064,
"OECD","QGDP","TOT","PC_CHGPY","Q","1995-Q1",2.821196889,
"OECD","QGDP","TOT","PC_CHGPY","Q","1995-Q2",2.62622441,
"OECD","QGDP","TOT","PC_CHGPY","Q","1995-Q3",2.570597866,
"OECD","QGDP","TOT","PC_CHGPY","Q","1995-Q4",2.134239057,
"OECD","QGDP","TOT","PC_CHGPY","Q","1996-Q1",2.518523544,
"OECD","QGDP","TOT","PC_CHGPY","Q","1996-Q2",3.294850246,
"OECD","QGDP","TOT","PC_CHGPY","Q","1996-Q3",3.158567066,
"OECD","QGDP","TOT","PC_CHGPY","Q","1996-Q4",3.576229709,
"OECD","QGDP","TOT","PC_CHGPY","Q","1997-Q1",3.462231535,
"OECD","QGDP","TOT","PC_CHGPY","Q","1997-Q2",3.625444437,
"OECD","QGDP","TOT","PC_CHGPY","Q","1997-Q3",3.82202624,
"OECD","QGDP","TOT","PC_CHGPY","Q","1997-Q4",3.813232438,
"OECD","QGDP","TOT","PC_CHGPY","Q","1998-Q1",3.605390749,
"OECD","QGDP","TOT","PC_CHGPY","Q","1998-Q2",2.759357895,
"OECD","QGDP","TOT","PC_CHGPY","Q","1998-Q3",2.537441395,
"OECD","QGDP","TOT","PC_CHGPY","Q","1998-Q4",2.435237354,
"OECD","QGDP","TOT","PC_CHGPY","Q","1999-Q1",2.70591498,
"OECD","QGDP","TOT","PC_CHGPY","Q","1999-Q2",2.965739966,
"OECD","QGDP","TOT","PC_CHGPY","Q","1999-Q3",3.430873111,
"OECD","QGDP","TOT","PC_CHGPY","Q","1999-Q4",3.927980901,
"OECD","QGDP","TOT","PC_CHGPY","Q","2000-Q1",4.292502451,
"OECD","QGDP","TOT","PC_CHGPY","Q","2000-Q2",4.860270303,
"OECD","QGDP","TOT","PC_CHGPY","Q","2000-Q3",4.158469983,
"OECD","QGDP","TOT","PC_CHGPY","Q","2000-Q4",3.39298598,
"OECD","QGDP","TOT","PC_CHGPY","Q","2001-Q1",2.609095892,
"OECD","QGDP","TOT","PC_CHGPY","Q","2001-Q2",1.477248793,
"OECD","QGDP","TOT","PC_CHGPY","Q","2001-Q3",0.896855859,
"OECD","QGDP","TOT","PC_CHGPY","Q","2001-Q4",0.484372414,
"OECD","QGDP","TOT","PC_CHGPY","Q","2002-Q1",0.786375081,
"OECD","QGDP","TOT","PC_CHGPY","Q","2002-Q2",1.438988947,
"OECD","QGDP","TOT","PC_CHGPY","Q","2002-Q3",2.037286202,
"OECD","QGDP","TOT","PC_CHGPY","Q","2002-Q4",2.217532362,
"OECD","QGDP","TOT","PC_CHGPY","Q","2003-Q1",1.853952038,
"OECD","QGDP","TOT","PC_CHGPY","Q","2003-Q2",1.578396963,
"OECD","QGDP","TOT","PC_CHGPY","Q","2003-Q3",2.132995291,
"OECD","QGDP","TOT","PC_CHGPY","Q","2003-Q4",2.872474936,
"OECD","QGDP","TOT","PC_CHGPY","Q","2004-Q1",3.445327681,
"OECD","QGDP","TOT","PC_CHGPY","Q","2004-Q2",3.627864196,
"OECD","QGDP","TOT","PC_CHGPY","Q","2004-Q3",3.173438223,
"OECD","QGDP","TOT","PC_CHGPY","Q","2004-Q4",2.785498573,
"OECD","QGDP","TOT","PC_CHGPY","Q","2005-Q1",2.77283825,
"OECD","QGDP","TOT","PC_CHGPY","Q","2005-Q2",2.75866683,
"OECD","QGDP","TOT","PC_CHGPY","Q","2005-Q3",3.05607206,
"OECD","QGDP","TOT","PC_CHGPY","Q","2005-Q4",3.117181358,
"OECD","QGDP","TOT","PC_CHGPY","Q","2006-Q1",3.395609277,
"OECD","QGDP","TOT","PC_CHGPY","Q","2006-Q2",3.38824436,
"OECD","QGDP","TOT","PC_CHGPY","Q","2006-Q3",2.849448164,
"OECD","QGDP","TOT","PC_CHGPY","Q","2006-Q4",3.066439975,
"OECD","QGDP","TOT","PC_CHGPY","Q","2007-Q1",2.719925184,
"OECD","QGDP","TOT","PC_CHGPY","Q","2007-Q2",2.716008215,
"OECD","QGDP","TOT","PC_CHGPY","Q","2007-Q3",2.876859271,
"OECD","QGDP","TOT","PC_CHGPY","Q","2007-Q4",2.614714138,
"OECD","QGDP","TOT","PC_CHGPY","Q","2008-Q1",2.108106604,
"OECD","QGDP","TOT","PC_CHGPY","Q","2008-Q2",1.44559161,
"OECD","QGDP","TOT","PC_CHGPY","Q","2008-Q3",0.416702719,
"OECD","QGDP","TOT","PC_CHGPY","Q","2008-Q4",-2.305431175,
"OECD","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-4.754198891,
"OECD","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-4.582537643,
"OECD","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-3.536982789,
"OECD","QGDP","TOT","PC_CHGPY","Q","2009-Q4",-0.683087458,
"OECD","QGDP","TOT","PC_CHGPY","Q","2010-Q1",2.319230767,
"OECD","QGDP","TOT","PC_CHGPY","Q","2010-Q2",3.2460424,
"OECD","QGDP","TOT","PC_CHGPY","Q","2010-Q3",3.495544219,
"OECD","QGDP","TOT","PC_CHGPY","Q","2010-Q4",3.16989919,
"OECD","QGDP","TOT","PC_CHGPY","Q","2011-Q1",2.826303419,
"OECD","QGDP","TOT","PC_CHGPY","Q","2011-Q2",2.074496648,
"OECD","QGDP","TOT","PC_CHGPY","Q","2011-Q3",1.823338139,
"OECD","QGDP","TOT","PC_CHGPY","Q","2011-Q4",1.678581422,
"OECD","QGDP","TOT","PC_CHGPY","Q","2012-Q1",1.884656747,
"OECD","QGDP","TOT","PC_CHGPY","Q","2012-Q2",1.663590717,
"OECD","QGDP","TOT","PC_CHGPY","Q","2012-Q3",1.240635656,
"OECD","QGDP","TOT","PC_CHGPY","Q","2012-Q4",0.869267345,
"OECD","QGDP","TOT","PC_CHGPY","Q","2013-Q1",0.949278572,
"OECD","QGDP","TOT","PC_CHGPY","Q","2013-Q2",1.326184211,
"OECD","QGDP","TOT","PC_CHGPY","Q","2013-Q3",1.865975412,
"OECD","QGDP","TOT","PC_CHGPY","Q","2013-Q4",2.329323808,
"OECD","QGDP","TOT","PC_CHGPY","Q","2014-Q1",2.120573694,
"OECD","QGDP","TOT","PC_CHGPY","Q","2014-Q2",2.080868224,
"OECD","QGDP","TOT","PC_CHGPY","Q","2014-Q3",2.154777327,
"OECD","QGDP","TOT","PC_CHGPY","Q","2014-Q4",2.198787362,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q1",2.646043056,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q2",2.711538274,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q3",2.43432306,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q4",2.193723234,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q1",1.931613066,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q2",1.745104649,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q3",1.635048487,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q4",2.137979108,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q1",2.231539924,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q2",2.577403553,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q3",2.981364638,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q4",2.99057033,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q1",2.888492098,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q2",2.775109552,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q3",2.250772082,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q4",1.646401679,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q1",1.656091815,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q2",1.622395102,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q3",1.867277493,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q4",1.681087706,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q1",-0.525823925,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-11.291001922,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q3",-3.419208751,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q4",-2.444607267,
"OECD","QGDP","TOT","PC_CHGPY","Q","2021-Q1",0.022883238,
"OECD","QGDP","TOT","PC_CHGPY","Q","2021-Q2",13.445091127,
"OECD","QGDP","TOT","PC_CHGPY","Q","2021-Q3",4.880456791,
"OECD","QGDP","TOT","PC_CHGPY","Q","2021-Q4",5.24942773,
"OECD","QGDP","TOT","PC_CHGPY","Q","2022-Q1",4.581581486,
"OECD","QGDP","TOT","PC_CHGPY","Q","2022-Q2",3.309000679,
"OECD","QGDP","TOT","PC_CHGPY","Q","2022-Q3",2.563299288,
"OECD","QGDP","TOT","PC_CHGPY","Q","2022-Q4",1.4,
"RUS","QGDP","TOT","PC_CHGPY","Q","2004-Q1",6.664650625,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2004-Q2",7.520946818,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2004-Q3",7.337355389,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2004-Q4",6.593498112,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2005-Q1",6.456869917,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2005-Q2",6.03398762,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2005-Q3",6.292683691,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2005-Q4",7.285694895,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2006-Q1",7.478151816,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2006-Q2",7.904591578,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2006-Q3",8.470743569,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2006-Q4",8.296872165,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2007-Q1",8.172613295,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2007-Q2",8.808004554,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2007-Q3",8.711191776,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2007-Q4",10.092326711,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2008-Q1",11.000110756,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2008-Q2",8.940648,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2008-Q3",5.001309203,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2008-Q4",-1.557639212,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-7.484284221,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-9.397149205,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-7.64863958,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2009-Q4",-3.511662307,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2010-Q1",2.154681118,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2010-Q2",4.651978456,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2010-Q3",4.769842874,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2010-Q4",4.951509523,"E"
"RUS","QGDP","TOT","PC_CHGPY","Q","2011-Q1",3.941124146,
"RUS","QGDP","TOT","PC_CHGPY","Q","2011-Q2",3.938644678,
"RUS","QGDP","TOT","PC_CHGPY","Q","2011-Q3",4.587798706,
"RUS","QGDP","TOT","PC_CHGPY","Q","2011-Q4",4.536879263,
"RUS","QGDP","TOT","PC_CHGPY","Q","2012-Q1",4.965895927,
"RUS","QGDP","TOT","PC_CHGPY","Q","2012-Q2",4.382963645,
"RUS","QGDP","TOT","PC_CHGPY","Q","2012-Q3",3.727480724,
"RUS","QGDP","TOT","PC_CHGPY","Q","2012-Q4",2.558792794,
"RUS","QGDP","TOT","PC_CHGPY","Q","2013-Q1",1.72108563,
"RUS","QGDP","TOT","PC_CHGPY","Q","2013-Q2",1.673903609,
"RUS","QGDP","TOT","PC_CHGPY","Q","2013-Q3",1.192806365,
"RUS","QGDP","TOT","PC_CHGPY","Q","2013-Q4",1.708512002,
"RUS","QGDP","TOT","PC_CHGPY","Q","2014-Q1",0.953200272,
"RUS","QGDP","TOT","PC_CHGPY","Q","2014-Q2",1.095166405,
"RUS","QGDP","TOT","PC_CHGPY","Q","2014-Q3",0.732738043,
"RUS","QGDP","TOT","PC_CHGPY","Q","2014-Q4",-0.081162164,
"RUS","QGDP","TOT","PC_CHGPY","Q","2015-Q1",-1.090179575,
"RUS","QGDP","TOT","PC_CHGPY","Q","2015-Q2",-2.223591134,
"RUS","QGDP","TOT","PC_CHGPY","Q","2015-Q3",-1.72172671,
"RUS","QGDP","TOT","PC_CHGPY","Q","2015-Q4",-1.743892844,
"RUS","QGDP","TOT","PC_CHGPY","Q","2016-Q1",-0.545475916,
"RUS","QGDP","TOT","PC_CHGPY","Q","2016-Q2",0.179086243,
"RUS","QGDP","TOT","PC_CHGPY","Q","2016-Q3",0.086290207,
"RUS","QGDP","TOT","PC_CHGPY","Q","2016-Q4",1.172923142,
"RUS","QGDP","TOT","PC_CHGPY","Q","2017-Q1",1.184664665,
"RUS","QGDP","TOT","PC_CHGPY","Q","2017-Q2",1.828467195,
"RUS","QGDP","TOT","PC_CHGPY","Q","2017-Q3",2.41722483,
"RUS","QGDP","TOT","PC_CHGPY","Q","2017-Q4",1.600415896,
"RUS","QGDP","TOT","PC_CHGPY","Q","2018-Q1",2.770876817,
"RUS","QGDP","TOT","PC_CHGPY","Q","2018-Q2",2.635629215,
"RUS","QGDP","TOT","PC_CHGPY","Q","2018-Q3",2.189001208,
"RUS","QGDP","TOT","PC_CHGPY","Q","2018-Q4",2.84590986,
"RUS","QGDP","TOT","PC_CHGPY","Q","2019-Q1",1.431307172,
"RUS","QGDP","TOT","PC_CHGPY","Q","2019-Q2",3.149877706,
"RUS","QGDP","TOT","PC_CHGPY","Q","2019-Q3",1.894762912,
"RUS","QGDP","TOT","PC_CHGPY","Q","2019-Q4",0.764657988,
"RUS","QGDP","TOT","PC_CHGPY","Q","2020-Q1",0.605141744,
"RUS","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-6.032287087,
"RUS","QGDP","TOT","PC_CHGPY","Q","2020-Q3",-2.467576233,
"RUS","QGDP","TOT","PC_CHGPY","Q","2020-Q4",-1.299478987,
"RUS","QGDP","TOT","PC_CHGPY","Q","2021-Q1",-0.432061294,
"RUS","QGDP","TOT","PC_CHGPY","Q","2021-Q2",7.569583717,
"RUS","QGDP","TOT","PC_CHGPY","Q","2021-Q3",3.830445643,
"CHN","QGDP","TOT","PC_CHGPY","Q","1993-Q1",15.3,
"CHN","QGDP","TOT","PC_CHGPY","Q","1993-Q2",13.5,
"CHN","QGDP","TOT","PC_CHGPY","Q","1993-Q3",12.9,
"CHN","QGDP","TOT","PC_CHGPY","Q","1993-Q4",14.1,
"CHN","QGDP","TOT","PC_CHGPY","Q","1994-Q1",14.1,
"CHN","QGDP","TOT","PC_CHGPY","Q","1994-Q2",13.3,
"CHN","QGDP","TOT","PC_CHGPY","Q","1994-Q3",13.1,
"CHN","QGDP","TOT","PC_CHGPY","Q","1994-Q4",12,
"CHN","QGDP","TOT","PC_CHGPY","Q","1995-Q1",11.9,
"CHN","QGDP","TOT","PC_CHGPY","Q","1995-Q2",11,
"CHN","QGDP","TOT","PC_CHGPY","Q","1995-Q3",10.4,
"CHN","QGDP","TOT","PC_CHGPY","Q","1995-Q4",10.8,
"CHN","QGDP","TOT","PC_CHGPY","Q","1996-Q1",10.9,
"CHN","QGDP","TOT","PC_CHGPY","Q","1996-Q2",9.4,
"CHN","QGDP","TOT","PC_CHGPY","Q","1996-Q3",9.2,
"CHN","QGDP","TOT","PC_CHGPY","Q","1996-Q4",10.3,
